authority,authority_type,authority_type_zh,authority_type_en,matched_keyword,occurrence_count
营口市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
九江市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
南昌市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
江西省发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,8
宿迁市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
江阴市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
吉林省财政厅,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,8
辽源市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
湖南省工业和信息化厅,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,8
郴州市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
邵阳市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
湖北省人力资源和社会保障厅,education_talent,教育与人才培养,Education and talent,人力资源,8
黑龙江省财政厅,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,8
三门峡市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
信阳市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
河南省工业和信息化厅,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,8
安顺市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
北海市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
崇左市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
梧州市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
玉林市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
阳江市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
福建省人力资源和社会保障厅,education_talent,教育与人才培养,Education and talent,人力资源,8
福建省工业和信息化厅,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,8
龙岩市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
宣城市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,8
安徽省科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,8
全国人大常委会,law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,8
生态环境部,sectoral_public_services,行业应用与公共服务,Sectoral public services,生态环境,8
住房和城乡建设部,sectoral_public_services,行业应用与公共服务,Sectoral public services,住房,8
国家测绘地理信息局(原国家测绘局)(已撤销),sectoral_public_services,行业应用与公共服务,Sectoral public services,测绘,8
国家药品监督管理局(已变更),sectoral_public_services,行业应用与公共服务,Sectoral public services,药品,8
最高人民法院,law_regulation_security,法规司法与监管安全,"Law, regulation and security",法院,8
中共重庆市委,party_government_general,党政综合与战略协调,Party-government general,中共,7
重庆市人力资源和社会保障局,education_talent,教育与人才培养,Education and talent,人力资源,7
台州市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
杭州市临安区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
温州市教育局,education_talent,教育与人才培养,Education and talent,教育,7
温州市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,7
舟山市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
云南省教育厅,education_talent,教育与人才培养,Education and talent,教育,7
云南省科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,7
云南省财政厅,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,7
保山市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
玉溪市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
西双版纳傣族自治州人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
天津市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,7
遂宁市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
乐山市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
绵阳市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
上海市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,7
临汾市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
晋中市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
长治市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
阳泉市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
临沂市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
山东省大数据局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",大数据,7
泰安市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
海东市人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,7
青海省发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,7
